ID,MARCA,MODELO,COR,IDADE,SEXO,FATORSEGURO
85587,JEEP,COMPASS,BRANCO, 75,M,13.96
85588,GM,S10,LARANJA, 94,F,18.97
85589,HONDA,CITY,PRATA, 82,F,8.62
85590,FIAT,ARGOS,PRATA, 93,M,12.52
85591,HONDA,CITY,AZUL, 89,F,8.52
85592,VV,GOL,LARANJA, 33,F,8.91
85593,FIAT,TORO,VERDE, 30,F,10.87
85594,VV,SAVEIRO,LARANJA, 61,F,10.73
85595,GM,TRAILBLAZER,PRETO, 92,M,9.53
85596,GM,EQUINOX,VERDE, 65,M,6.25
85597,VV,JETTA,CINZA, 93,M,24.27
85598,JEEP,RENEGADE,LARANJA, 22,M,10.19
85599,HONDA,WRV,CINZA, 26,F,6.71
85600,VV,SAVEIRO,AZUL, 34,M,11.67
85601,HYUNDAI,CRETA,PRATA, 91,F,11.68
85602,TOYOTA,COROLLACROSS,PRATA, 33,F,11.36
85603,HONDA,CIVIC,CINZA, 41,F,8.71
85604,FIAT,ARGOS,CINZA, 44,F,8.65
85605,FIAT,STRADA,PRATA, 28,M,15.74
85606,JEEP,COMPASS,BRANCO, 90,F,17.01
85607,HYUNDAI,CRETA,PRETO, 92,M,11.60
85608,HONDA,CIVIC,VERDE, 52,M,7.30
85609,FIAT,TORO,AZUL, 71,F,10.90
85610,TOYOTA,COROLLA,VERDE, 71,F,6.80
85611,FIAT,CRONOS,PRETO, 58,M,4.86
85612,VV,JETTA,PRATA, 44,M,13.85
85613,JEEP,COMMANDER,CINZA, 91,M,10.92
85614,HONDA,WRV,PRETO, 53,M,4.93
85615,TOYOTA,COROLLACROSS,PRETO, 61,F,10.30
85616,TOYOTA,COROLLA,PRATA, 22,F,7.93
85617,GM,MONTANA,AZUL, 68,F,8.71
85618,FIAT,FASTBACK,VERDE, 81,F,11.03
85619,VV,GOL,CINZA, 95,M,17.03
85620,VV,TCROSS,PRETO, 50,F,8.94
85621,GM,TRACKER,CINZA, 51,M,8.84
85622,FIAT,CRONOS,LARANJA, 69,M,10.55
85623,VV,TAOS,PRETO, 38,M,12.25
85624,VV,TAOS,VERDE, 92,M,17.22
85625,TOYOTA,COROLLACROSS,BRANCO, 35,F,17.06
85626,GM,MONTANA,AZUL, 99,F,14.03
85627,JEEP,COMPASS,CINZA, 46,M,8.77
85628,VV,VIRTUS,PRETO, 44,F,7.38
85629,FIAT,MOBI,LARANJA, 91,M,4.94
85630,VV,TCROSS,BRANCO, 24,M,16.76
85631,HONDA,CITY,LARANJA, 69,M,6.34
85632,VV,GOL,AZUL, 94,M,13.27
85633,VV,POLO,VERDE, 49,F,10.88
85634,VV,TAOS,LARANJA, 41,F,10.58
85635,JEEP,RENEGADE,LARANJA, 50,M,8.11
85636,HONDA,CIVIC,BRANCO, 46,F,11.39
85637,GM,S10,BRANCO, 55,F,19.99
85638,VV,POLO,VERDE, 77,F,13.46
85639,FIAT,TORO,AZUL, 62,F,9.76
85640,GM,TRAILBLAZER,VERDE, 29,M,6.90
85641,GM,ONIX,LARANJA, 46,M,9.44
85642,JEEP,COMMANDER,CINZA, 73,F,8.39
85643,JEEP,COMPASS,CINZA, 32,F,9.68
85644,TOYOTA,COROLLACROSS,PRATA, 77,F,12.92
85645,FIAT,CRONOS,PRETO, 74,M,12.03
85646,FIAT,MOBI,AZUL, 33,F,3.54
85647,JEEP,RENEGADE,LARANJA, 82,M,10.91
85648,TOYOTA,YARIS,LARANJA, 52,F,8.22
85649,FIAT,PALIO,VERDE, 49,F,12.11
85650,JEEP,COMMANDER,CINZA, 60,F,7.56
85651,VV,JETTA,PRATA, 28,F,15.60
85652,FIAT,TORO,CINZA, 49,M,12.06
85653,HONDA,ZRV,PRETO, 50,M,4.94
85654,FIAT,TORO,AZUL, 72,M,10.99
85655,GM,ONIX,PRETO, 37,M,10.88
85656,FIAT,ARGOS,VERDE, 44,F,6.92
85657,VV,JETTA,PRETO, 32,M,14.21
85658,TOYOTA,COROLLA,VERDE, 19,F,7.23
85659,FIAT,UNO,PRATA, 81,F,15.50
85660,VV,VIRTUS,VERDE, 78,M,9.04
85661,GM,SPIN,LARANJA, 85,F,4.43
85662,GM,TRACKER,PRATA, 36,M,8.37
85663,HONDA,WRV,VERDE, 23,M,5.82
85664,FIAT,CRONOS,PRATA, 31,M,12.06
85665,FIAT,CRONOS,PRETO, 63,M,10.62
85666,FIAT,ARGOS,PRETO, 43,F,7.57
85667,TOYOTA,COROLLA,PRATA, 48,M,6.54
85668,HONDA,HRV,VERDE, 68,F,6.06
85669,VV,GOL,PRATA, 51,F,9.48
85670,VV,TCROSS,LARANJA, 87,F,11.41
85671,JEEP,RENEGADE,VERDE, 43,F,8.74
85672,JEEP,COMMANDER,PRATA, 71,F,7.24
85673,VV,SAVEIRO,VERDE, 74,M,13.13
85674,GM,ONIX,BRANCO, 23,F,19.44
85675,HONDA,CITY,LARANJA, 94,F,8.57
85676,VV,TCROSS,VERDE, 37,F,9.01
85677,HONDA,WRV,PRETO, 37,F,4.89
85678,GM,S10,CINZA, 35,F,16.43
85679,FIAT,CRONOS,PRATA, 70,F,5.51
85680,GM,ONIX,PRATA, 70,F,11.98
85681,GM,TRACKER,AZUL, 84,F,9.52
85682,VV,TAOS,CINZA, 74,M,16.34
85683,TOYOTA,YARIS,AZUL, 78,F,10.02
85684,TOYOTA,COROLLA,CINZA, 38,M,7.65
85685,VV,POLO,AZUL, 31,F,11.86
85686,JEEP,RENEGADE,VERDE, 56,M,8.77
85687,HYUNDAI,HB20,BRANCO, 24,F,21.81
85688,TOYOTA,YARIS,VERDE, 24,M,10.41
85689,GM,TRACKER,BRANCO, 71,M,13.24
85690,VV,GOL,PRETO, 20,M,11.30
85691,FIAT,FASTBACK,PRATA, 21,F,11.87
85692,FIAT,STRADA,CINZA, 88,M,22.37
85693,GM,MONTANA,CINZA, 23,F,12.75
85694,TOYOTA,COROLLACROSS,VERDE, 43,F,9.62
85695,VV,TCROSS,BRANCO, 27,F,15.91
85696,FIAT,UNO,CINZA, 94,F,21.53
85697,VV,TCROSS,LARANJA, 63,F,8.64
85698,VV,TCROSS,BRANCO, 38,M,14.36
85699,FIAT,FASTBACK,PRETO, 27,M,10.27
85700,GM,ONIX,AZUL, 97,F,15.72
85701,GM,ONIX,AZUL, 91,F,14.36
85702,VV,SAVEIRO,VERDE, 38,M,11.67
85703,JEEP,COMMANDER,VERDE, 28,F,6.65
85704,TOYOTA,HILUX,BRANCO, 58,F,20.60
85705,HYUNDAI,CRETA,AZUL, 20,F,8.81
85706,TOYOTA,COROLLA,AZUL, 87,F,7.92
85707,TOYOTA,HILUX,BRANCO, 68,F,22.13
85708,GM,MONTANA,CINZA, 94,F,16.44
85709,FIAT,PALIO,AZUL, 77,M,14.81
85710,HONDA,CIVIC,AZUL, 39,M,7.36
85711,HONDA,CIVIC,PRATA, 31,M,8.72
85712,GM,MONTANA,LARANJA, 28,F,9.06
85713,VV,JETTA,CINZA, 78,M,19.23
85714,FIAT,CRONOS,PRATA, 42,M,11.17
85715,FIAT,TORO,LARANJA, 63,M,9.94
85716,FIAT,CRONOS,PRETO, 96,M,7.94
85717,TOYOTA,COROLLACROSS,LARANJA, 49,F,9.47
85718,VV,JETTA,PRETO, 81,M,16.66
85719,HONDA,HRV,AZUL, 86,M,8.24
85720,FIAT,CRONOS,PRETO, 59,M,4.85
85721,JEEP,COMMANDER,BRANCO, 56,M,9.62
85722,GM,MONTANA,BRANCO, 73,M,16.06
85723,FIAT,CRONOS,PRATA, 71,F,5.63
85724,HONDA,ZRV,LARANJA, 42,M,4.39
85725,HONDA,HRV,CINZA, 62,M,7.57
85726,HONDA,ZRV,VERDE, 22,F,5.27
85727,TOYOTA,COROLLA,PRETO, 39,M,6.43
85728,HONDA,WRV,BRANCO, 52,M,7.28
85729,VV,TCROSS,CINZA, 83,F,13.81
85730,HYUNDAI,HB20,LARANJA, 24,M,13.04
85731,FIAT,CRONOS,PRATA, 62,F,11.12
85732,VV,POLO,PRATA, 78,F,15.05
85733,FIAT,TORO,LARANJA, 68,M,10.36
85734,GM,ONIX,BRANCO, 54,F,15.86
85735,JEEP,RENEGADE,VERDE, 88,F,12.05
85736,JEEP,COMPASS,VERDE, 95,M,11.85
85737,TOYOTA,YARIS,CINZA, 75,F,12.05
85738,VV,POLO,PRETO, 77,F,14.15
85739,GM,TRAILBLAZER,PRATA, 98,M,11.21
85740,GM,TRACKER,AZUL, 61,F,6.93
85741,TOYOTA,COROLLA,CINZA, 51,M,7.12
85742,FIAT,TORO,AZUL, 77,F,11.76
85743,FIAT,CRONOS,AZUL, 61,M,9.96
85744,HONDA,WRV,AZUL, 66,F,4.52
85745,GM,ONIX,PRETO, 43,F,10.01
85746,HONDA,FIT,AZUL, 85,F,5.86
85747,VV,TAOS,AZUL, 68,F,11.92
85748,GM,TRAILBLAZER,PRETO, 78,M,7.65
85749,FIAT,ARGOS,PRETO, 27,F,8.43
85750,TOYOTA,HILUX,PRETO, 98,F,21.74
85751,VV,TAOS,VERDE, 25,M,13.35
85752,HONDA,CIVIC,CINZA, 53,F,8.88
85753,GM,TRAILBLAZER,AZUL, 32,F,6.14
85754,HONDA,CITY,VERDE, 38,F,5.89
85755,HYUNDAI,CRETA,CINZA, 43,F,8.68
85756,FIAT,FASTBACK,AZUL, 49,F,8.13
85757,GM,S10,VERDE, 27,M,14.51
85758,GM,S10,BRANCO, 99,M,35.39
85759,JEEP,RENEGADE,CINZA, 27,M,12.26
85760,TOYOTA,COROLLA,AZUL, 46,F,5.43
85761,FIAT,UNO,PRETO, 73,M,13.59
85762,FIAT,CRONOS,VERDE, 93,F,7.18
85763,GM,MONTANA,CINZA, 54,F,10.33
85764,HYUNDAI,CRETA,LARANJA, 84,M,9.48
85765,HONDA,FIT,VERDE, 41,F,4.67
85766,GM,TRAILBLAZER,CINZA, 69,F,8.01
85767,HYUNDAI,HB20,PRATA, 21,M,15.51
85768,FIAT,FASTBACK,VERDE, 21,F,10.59
85769,FIAT,CRONOS,PRATA, 91,F,16.16
85770,GM,EQUINOX,LARANJA, 55,M,5.60
85771,JEEP,RENEGADE,AZUL, 98,M,14.21
85772,VV,VIRTUS,AZUL, 68,F,7.38
85773,JEEP,COMMANDER,LARANJA, 53,F,5.58
85774,FIAT,TORO,CINZA, 29,M,13.73
85775,GM,EQUINOX,LARANJA, 23,F,6.84
85776,FIAT,UNO,PRETO, 97,F,19.52
85777,HONDA,CRV,PRATA, 73,F,4.21
85778,VV,POLO,PRATA, 67,M,13.33
85779,HYUNDAI,CRETA,CINZA, 21,F,11.16
85780,TOYOTA,COROLLACROSS,BRANCO, 50,M,16.02
85781,FIAT,PALIO,VERDE, 58,M,12.64
85782,HYUNDAI,HB20,BRANCO, 78,M,22.39
85783,HONDA,CITY,PRETO, 93,F,9.30
85784,JEEP,COMMANDER,PRATA, 23,F,7.73
85785,HONDA,WRV,LARANJA, 43,F,4.61
85786,GM,ONIX,VERDE, 44,F,9.76
85787,FIAT,TORO,AZUL, 38,M,10.13
85788,JEEP,RENEGADE,CINZA, 48,F,10.39
85789,HONDA,CITY,VERDE, 93,F,9.34
85790,FIAT,CRONOS,PRATA, 58,F,5.24
85791,FIAT,CRONOS,CINZA, 56,M,5.76
85792,HONDA,FIT,LARANJA, 95,M,7.19
85793,FIAT,PALIO,AZUL, 33,F,13.05
85794,HONDA,HRV,PRATA, 27,F,7.12
85795,TOYOTA,HILUX,PRATA, 28,M,15.97
85796,TOYOTA,YARIS,LARANJA, 35,F,8.27
85797,VV,TAOS,PRATA, 61,M,12.71
85798,GM,S10,LARANJA, 79,M,14.89
85799,HYUNDAI,CRETA,PRETO, 40,F,7.50
85800,HYUNDAI,CRETA,BRANCO, 39,M,11.99
85801,GM,TRAILBLAZER,LARANJA, 91,F,8.28
85802,HONDA,CRV,PRETO, 22,F,4.15
85803,TOYOTA,HILUX,PRATA, 23,F,16.39
85804,VV,POLO,CINZA, 51,F,13.71
85805,HYUNDAI,HB20,PRATA, 75,F,14.35
85806,HONDA,HRV,PRETO, 92,F,9.09
85807,HYUNDAI,CRETA,PRETO, 78,M,9.24
85808,GM,S10,PRETO, 21,M,16.30
85809,VV,JETTA,PRATA, 93,M,21.54
85810,FIAT,ARGOS,BRANCO, 48,M,11.50
85811,GM,EQUINOX,PRETO, 70,F,6.78
85812,VV,GOL,LARANJA, 39,M,8.60
85813,HONDA,ZRV,PRATA, 99,F,8.59
85814,GM,SPIN,BRANCO, 38,M,5.24
85815,JEEP,COMPASS,CINZA, 89,F,12.95
85816,TOYOTA,COROLLA,LARANJA, 50,M,5.71
85817,HONDA,CIVIC,PRATA, 86,M,11.24
85818,HONDA,FIT,AZUL, 49,M,4.67
85819,FIAT,ARGOS,PRATA, 62,M,8.35
85820,FIAT,CRONOS,PRETO, 22,M,12.67
85821,GM,TRACKER,PRATA, 44,M,7.98
85822,HONDA,CIVIC,LARANJA, 34,F,7.56
85823,GM,ONIX,CINZA, 80,F,15.56
85824,VV,SAVEIRO,AZUL, 91,M,16.65
85825,TOYOTA,HILUX,PRATA, 34,F,14.38
85826,FIAT,FASTBACK,BRANCO, 50,F,13.45
85827,HONDA,CRV,PRETO, 45,M,3.49
85828,FIAT,STRADA,PRATA, 74,F,16.17
85829,TOYOTA,HILUX,BRANCO, 42,F,20.61
85830,JEEP,RENEGADE,VERDE, 72,F,9.80
85831,FIAT,STRADA,CINZA, 27,F,17.84
85832,JEEP,COMMANDER,VERDE, 74,F,6.52
85833,TOYOTA,YARIS,PRATA, 88,F,13.14
85834,GM,TRAILBLAZER,CINZA, 58,F,7.21
85835,TOYOTA,HILUX,PRATA, 85,F,18.64
85836,VV,TAOS,VERDE, 73,M,12.85
85837,GM,TRACKER,VERDE, 44,F,7.08
85838,VV,GOL,BRANCO, 79,M,17.36
85839,JEEP,RENEGADE,VERDE, 23,F,10.52
85840,FIAT,ARGOS,CINZA, 82,F,11.52
85841,JEEP,COMMANDER,PRETO, 71,M,6.94
85842,JEEP,COMMANDER,LARANJA, 42,F,5.86
85843,FIAT,TORO,VERDE, 63,F,10.44
85844,FIAT,UNO,PRETO, 54,M,11.78
85845,FIAT,FASTBACK,BRANCO, 92,F,21.25
85846,GM,TRAILBLAZER,AZUL, 22,F,6.84
85847,VV,TCROSS,CINZA, 37,F,10.66
85848,FIAT,FASTBACK,PRATA, 55,M,9.54
85849,FIAT,ARGOS,CINZA, 73,F,9.96
85850,VV,POLO,PRETO, 72,M,13.48
85851,HONDA,CIVIC,PRATA, 18,F,10.32
85852,HONDA,CRV,PRATA, 57,M,3.55
85853,HYUNDAI,CRETA,VERDE, 95,F,11.59
85854,TOYOTA,YARIS,LARANJA, 79,M,10.45
85855,FIAT,UNO,VERDE, 80,F,13.86
85856,VV,VIRTUS,LARANJA, 99,M,12.20
85857,TOYOTA,COROLLA,VERDE, 66,F,6.17
85858,FIAT,MOBI,AZUL, 93,F,5.18
85859,TOYOTA,COROLLA,VERDE, 41,M,6.03
85860,HONDA,CRV,AZUL, 35,M,3.55
85861,FIAT,ARGOS,BRANCO, 52,F,11.31
85862,GM,EQUINOX,AZUL, 18,M,7.77
85863,HONDA,HRV,PRATA, 99,F,10.87
85864,FIAT,UNO,CINZA, 29,M,15.55
85865,TOYOTA,YARIS,PRATA, 98,M,16.24
85866,TOYOTA,HILUX,VERDE, 76,M,15.01
85867,TOYOTA,YARIS,LARANJA, 73,M,9.61
85868,VV,TCROSS,PRETO, 30,M,9.92
85869,JEEP,RENEGADE,PRATA, 24,F,11.39
85870,GM,EQUINOX,CINZA, 25,M,8.71
85871,HONDA,CIVIC,VERDE, 90,M,10.82
85872,HONDA,CIVIC,AZUL, 55,F,6.72
85873,FIAT,STRADA,LARANJA, 74,M,14.07
85874,HONDA,FIT,CINZA, 88,F,7.80
85875,GM,SPIN,AZUL, 92,M,5.01
85876,TOYOTA,COROLLA,VERDE, 52,M,5.89
85877,FIAT,MOBI,PRETO, 95,F,5.64
85878,TOYOTA,COROLLACROSS,VERDE, 43,F,9.81
85879,FIAT,UNO,PRATA, 31,F,13.61
85880,FIAT,UNO,LARANJA, 96,M,17.69
85881,FIAT,FASTBACK,BRANCO, 81,F,17.70
85882,GM,S10,PRETO, 63,M,13.50
85883,TOYOTA,YARIS,PRETO, 98,F,14.78
85884,FIAT,PALIO,PRETO, 69,F,14.17
85885,GM,EQUINOX,AZUL, 28,M,6.59
85886,VV,JETTA,LARANJA, 50,M,11.96
85887,GM,SPIN,CINZA, 86,F,5.18
85888,JEEP,COMMANDER,AZUL, 40,F,5.73
85889,TOYOTA,COROLLA,AZUL, 65,M,6.32
85890,GM,TRACKER,AZUL, 91,M,10.65
85891,JEEP,COMPASS,AZUL, 84,F,9.39
85892,TOYOTA,HILUX,VERDE, 27,F,14.30
85893,HONDA,CIVIC,AZUL, 42,M,7.19
85894,FIAT,CRONOS,CINZA, 74,F,14.38
85895,JEEP,RENEGADE,CINZA, 68,M,11.62
85896,JEEP,COMMANDER,PRATA, 37,F,6.54
85897,JEEP,RENEGADE,LARANJA, 43,M,8.26
85898,VV,SAVEIRO,AZUL, 26,F,12.61
85899,GM,TRAILBLAZER,BRANCO, 23,M,11.70
85900,VV,GOL,LARANJA, 45,F,7.93
85901,FIAT,UNO,PRATA, 65,F,13.26
85902,VV,GOL,PRATA, 77,M,11.59
85903,VV,GOL,PRETO, 56,M,8.93
85904,JEEP,RENEGADE,AZUL, 87,M,11.96
85905,HONDA,FIT,VERDE, 96,M,7.87
85906,JEEP,RENEGADE,PRATA, 53,F,9.10
85907,JEEP,RENEGADE,PRETO, 80,F,11.30
85908,FIAT,STRADA,LARANJA, 28,M,13.77
85909,GM,TRAILBLAZER,VERDE, 34,M,6.33
85910,GM,SPIN,PRETO, 36,F,3.33
85911,GM,EQUINOX,VERDE, 81,M,7.70
85912,VV,JETTA,BRANCO, 95,M,32.85
85913,VV,JETTA,PRETO, 76,F,15.23
85914,JEEP,RENEGADE,VERDE, 99,M,14.99
85915,FIAT,TORO,PRATA, 64,M,11.41
85916,FIAT,ARGOS,AZUL, 18,F,9.36
85917,VV,JETTA,PRETO, 46,F,12.87
85918,VV,JETTA,LARANJA, 66,F,12.48
85919,JEEP,COMMANDER,VERDE, 28,F,6.65
85920,GM,ONIX,LARANJA, 39,F,9.35
85921,TOYOTA,YARIS,LARANJA, 24,M,9.99
85922,FIAT,MOBI,AZUL, 27,F,3.73
85923,FIAT,FASTBACK,VERDE, 35,M,9.01
85924,HONDA,FIT,PRETO, 95,F,7.57
85925,HONDA,CIVIC,PRATA, 88,F,11.05
85926,HYUNDAI,HB20,CINZA, 27,M,16.08
85927,JEEP,COMMANDER,PRATA, 30,F,7.32
85928,GM,SPIN,LARANJA, 73,M,3.87
85929,JEEP,RENEGADE,CINZA, 65,M,11.27
85930,FIAT,PALIO,VERDE, 37,M,13.11
85931,JEEP,RENEGADE,PRETO, 89,F,12.72
85932,HONDA,CITY,BRANCO, 96,F,15.29
85933,JEEP,COMPASS,VERDE, 33,M,7.89
85934,HONDA,FIT,AZUL, 19,F,5.39
85935,JEEP,RENEGADE,PRATA, 23,F,11.20
85936,GM,SPIN,PRETO, 90,M,5.31
85937,HYUNDAI,CRETA,AZUL, 61,F,7.12
85938,TOYOTA,COROLLACROSS,PRETO, 99,M,18.01
85939,GM,ONIX,PRETO, 50,M,10.14
85940,FIAT,TORO,VERDE, 27,F,11.07
85941,FIAT,CRONOS,LARANJA, 44,M,9.40
85942,VV,SAVEIRO,LARANJA, 51,F,10.51
85943,HONDA,ZRV,CINZA, 33,F,6.16
85944,HONDA,CIVIC,PRATA, 99,F,13.38
85945,FIAT,ARGOS,AZUL, 40,M,7.17
85946,VV,GOL,PRETO, 33,M,9.59
85947,FIAT,TORO,BRANCO, 51,F,15.53
85948,GM,SPIN,VERDE, 63,M,3.58
85949,FIAT,STRADA,VERDE, 67,M,13.47
85950,FIAT,FASTBACK,CINZA, 37,M,11.12
85951,GM,SPIN,PRATA, 51,M,3.52
85952,VV,POLO,CINZA, 53,F,13.68
85953,JEEP,RENEGADE,PRETO, 18,M,11.70
85954,HONDA,CIVIC,BRANCO, 28,M,13.23
85955,GM,TRAILBLAZER,VERDE, 60,F,6.21
85956,HONDA,CIVIC,PRATA, 70,M,9.07
85957,VV,TCROSS,BRANCO, 94,M,21.98
85958,HONDA,FIT,AZUL, 66,M,4.78
85959,FIAT,ARGOS,BRANCO, 95,M,18.79
85960,TOYOTA,COROLLA,LARANJA, 47,F,5.55
85961,VV,JETTA,PRETO, 94,F,20.43
85962,VV,TAOS,VERDE, 76,F,13.10
85963,GM,TRACKER,PRETO, 44,M,7.72
85964,HONDA,CRV,VERDE, 18,M,4.39
85965,JEEP,RENEGADE,CINZA, 86,F,14.66
85966,VV,VIRTUS,AZUL, 60,F,6.82
85967,VV,JETTA,PRATA, 74,M,16.33
85968,FIAT,CRONOS,VERDE, 26,F,11.15
85969,FIAT,TORO,VERDE, 50,F,9.88
85970,JEEP,RENEGADE,LARANJA, 86,F,11.26
85971,FIAT,CRONOS,VERDE, 92,F,15.09
85972,FIAT,STRADA,PRETO, 37,M,13.68
85973,GM,ONIX,LARANJA, 28,M,10.84
85974,GM,EQUINOX,PRETO, 43,M,6.17
85975,HYUNDAI,HB20,BRANCO, 66,M,19.68
85976,FIAT,PALIO,VERDE, 99,M,21.69
85977,HYUNDAI,HB20,PRATA, 81,M,15.88
85978,FIAT,UNO,PRATA, 30,F,13.73
85979,HONDA,WRV,PRATA, 27,M,5.81
85980,JEEP,RENEGADE,AZUL, 22,M,10.50
85981,VV,JETTA,PRETO, 63,M,13.55
85982,FIAT,CRONOS,CINZA, 47,M,5.77
85983,HONDA,CIVIC,CINZA, 61,M,9.32
85984,VV,GOL,PRATA, 92,M,14.55
85985,HONDA,CIVIC,CINZA, 38,F,9.14
85986,TOYOTA,HILUX,PRETO, 80,M,16.51
85987,GM,S10,PRATA, 63,F,14.21
85988,HONDA,HRV,VERDE, 83,F,7.61
85989,JEEP,COMPASS,PRATA, 54,M,7.92
85990,FIAT,ARGOS,PRATA, 78,M,9.89
85991,JEEP,RENEGADE,LARANJA, 47,F,7.75
85992,VV,TCROSS,AZUL, 38,F,8.61
85993,FIAT,UNO,CINZA, 91,F,20.87
85994,VV,VIRTUS,VERDE, 28,M,8.26
85995,HONDA,CITY,LARANJA, 35,F,5.73
85996,HYUNDAI,HB20,AZUL, 84,M,14.80
85997,VV,TAOS,PRETO, 79,M,14.65
85998,GM,TRAILBLAZER,AZUL, 50,M,5.88
85999,FIAT,CRONOS,CINZA, 40,F,12.07
86000,GM,TRACKER,LARANJA, 47,F,6.58
86001,FIAT,ARGOS,VERDE, 59,M,7.39
86002,TOYOTA,HILUX,CINZA, 58,F,15.48
86003,HONDA,CRV,LARANJA, 43,F,3.13
86004,HONDA,FIT,PRETO, 59,M,4.82
86005,JEEP,COMMANDER,CINZA, 95,F,11.71
86006,HYUNDAI,HB20,AZUL, 26,F,12.39
86007,HONDA,CRV,AZUL, 45,M,3.13
86008,JEEP,COMMANDER,PRATA, 78,F,8.07
86009,FIAT,UNO,VERDE, 98,M,19.10
86010,JEEP,RENEGADE,BRANCO, 75,M,16.48
86011,FIAT,CRONOS,CINZA, 51,F,12.20
86012,JEEP,RENEGADE,BRANCO, 64,F,14.67
86013,FIAT,MOBI,LARANJA, 95,F,4.90
86014,FIAT,FASTBACK,CINZA, 97,M,17.63
86015,FIAT,MOBI,LARANJA, 35,F,3.35
86016,HONDA,WRV,LARANJA, 54,M,4.35
86017,VV,TAOS,PRATA, 72,F,14.17
86018,VV,POLO,VERDE, 89,M,16.34
86019,FIAT,UNO,PRETO, 36,F,11.90
86020,JEEP,COMPASS,AZUL, 35,M,7.43
86021,VV,TAOS,CINZA, 78,M,17.23
86022,TOYOTA,HILUX,VERDE, 66,M,13.48
86023,FIAT,PALIO,CINZA, 83,M,20.45
86024,TOYOTA,HILUX,AZUL, 42,M,12.44
86025,FIAT,UNO,PRETO, 79,M,14.73
86026,VV,GOL,LARANJA, 47,F,7.79
86027,FIAT,PALIO,PRATA, 22,M,17.18
86028,FIAT,TORO,PRATA, 60,M,11.09
86029,VV,GOL,PRATA, 78,M,11.70
86030,FIAT,ARGOS,LARANJA, 61,F,7.12
86031,JEEP,COMPASS,AZUL, 26,M,8.34
86032,FIAT,CRONOS,VERDE, 21,M,5.88
86033,VV,POLO,BRANCO, 72,F,20.39
86034,VV,TAOS,LARANJA, 78,F,13.12
86035,HONDA,FIT,PRATA, 22,M,6.26
86036,JEEP,COMMANDER,BRANCO, 68,M,10.49
86037,TOYOTA,COROLLACROSS,LARANJA, 61,F,9.66
86038,GM,SPIN,PRETO, 40,F,3.27
86039,VV,POLO,LARANJA, 75,F,12.74
86040,FIAT,FASTBACK,LARANJA, 31,F,8.95
86041,TOYOTA,YARIS,BRANCO, 97,F,22.60
86042,HYUNDAI,HB20,PRATA, 55,F,12.53
86043,HONDA,CITY,PRETO, 83,F,7.84
86044,HONDA,ZRV,PRETO, 59,M,4.96
86045,HONDA,CITY,PRETO, 18,F,7.93
86046,VV,JETTA,PRETO, 92,M,19.94
86047,VV,TAOS,LARANJA, 99,F,18.35
86048,HONDA,CIVIC,BRANCO, 85,F,15.51
86049,JEEP,COMPASS,PRETO, 82,F,9.44
86050,VV,GOL,PRETO, 95,F,14.01
86051,HONDA,HRV,LARANJA, 92,M,8.72
86052,GM,TRAILBLAZER,LARANJA, 36,M,6.02
86053,GM,ONIX,PRATA, 21,F,13.32
86054,HONDA,FIT,AZUL, 76,M,5.46
86055,HYUNDAI,HB20,CINZA, 96,M,22.74
86056,FIAT,STRADA,CINZA, 86,F,21.52
86057,VV,TAOS,CINZA, 41,M,14.24
86058,FIAT,FASTBACK,PRETO, 72,M,10.35
86059,GM,ONIX,AZUL, 73,M,11.11
86060,FIAT,ARGOS,CINZA, 97,M,14.98
86061,JEEP,RENEGADE,LARANJA, 20,M,10.38
86062,FIAT,PALIO,CINZA, 72,M,17.61
86063,FIAT,PALIO,PRETO, 91,M,19.75
86064,FIAT,UNO,PRETO, 43,M,11.79
86065,TOYOTA,HILUX,PRETO, 69,F,14.14
86066,FIAT,ARGOS,VERDE, 36,M,7.68
86067,GM,SPIN,AZUL, 39,F,3.24
86068,FIAT,CRONOS,PRETO, 29,F,5.33
86069,FIAT,MOBI,LARANJA, 84,F,4.25
86070,FIAT,TORO,VERDE, 27,M,11.61
86071,TOYOTA,COROLLACROSS,LARANJA, 65,F,9.64
86072,VV,GOL,CINZA, 67,F,11.32
86073,FIAT,TORO,AZUL, 26,F,11.12
86074,GM,S10,VERDE, 27,F,14.53
86075,HONDA,WRV,AZUL, 32,M,4.90
86076,JEEP,RENEGADE,PRETO, 69,M,9.95
86077,TOYOTA,COROLLACROSS,CINZA, 98,M,20.81
86078,GM,S10,LARANJA, 43,M,12.10
86079,FIAT,CRONOS,CINZA, 30,F,5.89
86080,GM,TRACKER,VERDE, 81,F,9.48
86081,HONDA,CIVIC,LARANJA, 73,F,7.89
86082,VV,TAOS,CINZA, 46,M,13.68
86083,TOYOTA,YARIS,VERDE, 81,F,10.87
86084,JEEP,RENEGADE,PRETO, 55,M,8.97
86085,HYUNDAI,CRETA,AZUL, 75,M,8.30
86086,HONDA,CRV,CINZA, 73,F,4.38
86087,JEEP,COMPASS,AZUL, 98,F,11.58
86088,JEEP,COMMANDER,PRATA, 62,F,6.61
86089,FIAT,STRADA,AZUL, 98,F,20.70
86090,HONDA,WRV,PRATA, 52,M,5.15
86091,HONDA,WRV,AZUL, 71,M,5.10
86092,HONDA,CRV,VERDE, 22,M,4.29
86093,FIAT,STRADA,CINZA, 40,F,15.80
86094,HONDA,WRV,AZUL, 77,M,5.64
